make,model,part,total_paid
AUDI,A3,Spring (Suspension),111.63
AUDI,A3,Water Pump,111.46
AUDI,A5,Electrical ,111.31
AUDI,Q7,Abs (Various Faults),110.51
AUDI,A1,Spring (Suspension),109.49
AUDI,A3,Suspension (Various Faults),107.00
AUDI,A3,Ignition Coil,106.46
AUDI,A3,Wiring Loom,104.40
AUDI,A1,Suspension (Various Faults),104.00
AUDI,A1,Heater Resistor,101.52
AUDI,TT,Brakes (Various Faults),100.00
AUDI,A4,Wheel Bearing,100.00
AUDI,TT,Suspension (Various Faults),100.00
AUDI,A5,Fuel System,100.00
AUDI,A6,Wheel Bearing,100.00
AUDI,A3,Dpf Filter,100.00
AUDI,A5,Roof Seals,100.00
AUDI,A5,Ignition Coil,98.40
AUDI,A3,Air Flow Meter,97.88
AUDI,TT,Temperature Sender,96.11
AUDI,A4,Camshaft Sensor,91.56
AUDI,A3,,91.51
AUDI,TT,Spring (Suspension),91.20
AUDI,A1,Electrical ,89.51
AUDI,A6,Spring (Suspension),89.20
AUDI,A7,Oil Cooler-,86.00
AUDI,A1,,85.68
AUDI,A3,,85.68
AUDI,A1,,85.68
AUDI,A3,,85.68
AUDI,A3,,85.68
AUDI,A5,,85.68
AUDI,A3,,85.68
AUDI,A3,,85.68
AUDI,A3,,85.68
AUDI,A3,,85.68
AUDI,A4,,85.68
AUDI,TT,Suspension (Various Faults),85.00
AUDI,S4,Gearbox (Various Faults),84.00
AUDI,RS4,Engine (Various Faults),84.00
AUDI,A3,Engine (Various Faults),84.00
AUDI,S3,Water Pump,84.00
AUDI,A7,Gearbox (Various Faults),84.00
AUDI,A6,Engine (Various Faults),84.00
AUDI,TT (4WD),Gearbox (Various Faults),84.00
AUDI,S3,Gearbox (Various Faults),84.00
AUDI,A4,Gearbox (Various Faults),84.00
AUDI,A4,Turbocharger,84.00
AUDI,S6,Electrical,84.00
AUDI,A5 QUATTRO,Gearbox (Various Faults),84.00
AUDI,A3,Clutch (Various Faults),84.00
AUDI,Q7,Fuel System,84.00
AUDI,A7,Engine (Various Faults),84.00
AUDI,RS3,Brakes (Various Faults),84.00
