make,model,part,total_paid
MERCEDES,S CLASS,Abs (Various Faults),182.60
MERCEDES,A,,181.78
MERCEDES,CLA CLASS,Engine (Various Faults),180.96
MERCEDES,A CLASS,Fuel System (Various Faults),180.00
MERCEDES,CLC CLASS,Electrical ,179.73
MERCEDES,A45 AMG,Sensors,179.20
MERCEDES,ML CLASS,Abs (Various Faults),176.80
MERCEDES,R CLASS,Sensors,176.40
MERCEDES,ML CLASS,Roof (Motors / Electrics),175.50
MERCEDES,A CLASS,Brakes,171.36
MERCEDES,A CLASS,Sensors,170.40
MERCEDES,A CLASS,Gearbox (Various Faults),168.00
MERCEDES,GL CLASS,Turbocharger,168.00
MERCEDES,A CLASS,Wiper Motor,166.71
MERCEDES,GLA CLASS,Abs (Various Faults),166.20
MERCEDES,CLS CLASS,Suspension (Various Faults),165.05
MERCEDES,SLK CLASS,Electrical ,165.00
MERCEDES,C CLASS,Heater Fan Motor,163.84
MERCEDES,A CLASS,Ignition Coil,163.26
MERCEDES,R CLASS,Electrical ,162.60
MERCEDES,GLA45 AMG,Central Door Locking,161.76
MERCEDES,SLK CLASS,Sensors,159.48
MERCEDES,SLK CLASS,Electrical ,156.60
MERCEDES,C CLASS,Water Pump,153.29
